TRINITY_DN10214_c0_g1_i1.p1	XP_035442586.2	78.623	552	116	1	1	550	1	552	0.0	928	551	553	99	XP_035442586.2 juvenile hormone esterase isoform X1 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_035438336.2	71.196	552	157	1	1	550	1	552	0.0	847	551	553	99	XP_035438336.2 juvenile hormone esterase [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_035438334.2	71.196	552	157	1	1	550	1	552	0.0	847	551	553	99	XP_035438334.2 juvenile hormone esterase [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_035442587.2	78.054	483	104	1	70	550	1	483	0.0	801	551	484	87	XP_035442587.2 venom carboxylesterase-6 isoform X2 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_035456137.2	34.074	540	316	14	11	535	6	520	2.37e-97	311	551	734	95	XP_035456137.2 juvenile hormone esterase isoform X3 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_035456136.2	34.074	540	316	14	11	535	6	520	2.37e-97	311	551	734	95	XP_035456136.2 juvenile hormone esterase isoform X3 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_035456135.2	34.074	540	316	14	11	535	22	536	3.81e-97	311	551	750	95	XP_035456135.2 juvenile hormone esterase isoform X2 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_035456134.2	34.074	540	316	14	11	535	116	630	4.49e-96	311	551	844	95	XP_035456134.2 juvenile hormone esterase isoform X1 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_035428785.2	33.456	544	320	15	11	534	5	526	7.02e-91	289	551	537	95	XP_035428785.2 juvenile hormone esterase isoform X2 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_035428784.2	33.456	544	320	15	11	534	32	553	1.16e-90	290	551	564	95	XP_035428784.2 juvenile hormone esterase isoform X1 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_035449615.1	33.877	552	326	15	11	536	93	631	1.23e-87	284	551	645	95	XP_035449615.1 venom carboxylesterase-6 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_035449614.1	33.877	552	326	15	11	536	93	631	1.23e-87	284	551	645	95	XP_035449614.1 venom carboxylesterase-6 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_050561842.1	33.723	513	311	12	34	534	25	520	7.67e-84	271	551	528	91	XP_050561842.1 juvenile hormone esterase isoform X4 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_050561841.1	33.723	513	311	12	34	534	25	520	7.67e-84	271	551	528	91	XP_050561841.1 juvenile hormone esterase isoform X4 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_050561840.1	33.723	513	311	12	34	534	25	520	7.67e-84	271	551	528	91	XP_050561840.1 juvenile hormone esterase isoform X4 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_035434295.2	33.723	513	311	12	34	534	38	533	9.85e-84	271	551	541	91	XP_035434295.2 juvenile hormone esterase isoform X2 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_035434296.2	33.723	513	311	12	34	534	34	529	1.04e-83	271	551	537	91	XP_035434296.2 juvenile hormone esterase isoform X3 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_035434294.2	33.723	513	311	12	34	534	54	549	1.88e-83	270	551	557	91	XP_035434294.2 esterase B1 isoform X1 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_035450249.2	32.638	527	322	14	29	535	22	535	6.29e-79	258	551	537	92	XP_035450249.2 juvenile hormone esterase [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_035450696.2	33.272	547	323	20	10	534	25	551	1.37e-78	258	551	558	95	XP_035450696.2 juvenile hormone esterase-like [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_050563389.1	30.419	549	334	15	12	535	4	529	8.54e-78	255	551	538	95	XP_050563389.1 esterase FE4 isoform X2 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_050549265.1	36.473	499	273	16	12	486	5	483	1.59e-77	254	551	532	86	XP_050549265.1 juvenile hormone esterase-like [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_050549264.1	36.473	499	273	16	12	486	5	483	1.59e-77	254	551	532	86	XP_050549264.1 juvenile hormone esterase-like [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_050563388.1	30.419	549	334	15	12	535	35	560	1.64e-77	255	551	569	95	XP_050563388.1 esterase FE4 isoform X1 [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i1.p1	XP_035452347.2	31.685	546	335	13	12	534	4	534	5.13e-76	250	551	537	95	XP_035452347.2 juvenile hormone esterase-like [Spodoptera frugiperda]
TRINITY_DN10214_c0_g1_i2.p1	XP_035442586.2	78.623	552	116	1	1	550	1	552	0.0	928	551	553	99	XP_035442586.2 juvenile hormone esterase isoform X1 [Spodoptera frugiperda]
