TRINITY_DN10129_c0_g1	TRINITY_DN10129_c0_g1_i3.p1	NP_001103833.1	58.3	60	25	0	1	60	55	114	1.34e-20	83.2	NP_001103833.1 cytochrome P450 monooxygenase Cyp4M5 [Bombyx mori]
TRINITY_DN10198_c0_g1	TRINITY_DN10198_c0_g1_i5.p1	XP_004926535.1	81.7	60	11	0	1	60	388	447	1.27e-33	119	XP_004926535.1 cytochrome P450 4V2 [Bombyx mori]
TRINITY_DN1031_c0_g1	TRINITY_DN1031_c0_g1_i1.p1	NP_001106226.1	48.8	43	22	0	17	59	16	58	1.83e-06	43.1	NP_001106226.1 cytochrome P450 Cyp6b29 [Bombyx mori]
TRINITY_DN10997_c0_g1	TRINITY_DN10997_c0_g1_i11.p1	NP_001108343.1	52.7	55	26	0	3	57	3	57	2.30e-11	57.0	NP_001108343.1 cytochrome P450 CYP4L6 precursor [Bombyx mori]
TRINITY_DN1100_c17_g1	TRINITY_DN1100_c17_g1_i1.p1	NP_001106224.1	78.7	47	10	0	14	60	375	421	6.99e-21	84.0	NP_001106224.1 cytochrome P450, family 315, subfamily a, polypeptide 1 [Bombyx mori]
TRINITY_DN11056_c0_g1	TRINITY_DN11056_c0_g1_i2.p1	NP_001077079.1	73.3	60	16	0	1	60	338	397	8.89e-26	97.8	NP_001077079.1 cytochrome P450 9a20 [Bombyx mori]
TRINITY_DN11335_c0_g1	TRINITY_DN11335_c0_g1_i2.p1	NP_001103833.1	66.7	57	19	0	4	60	307	363	2.50e-20	82.4	NP_001103833.1 cytochrome P450 monooxygenase Cyp4M5 [Bombyx mori]
TRINITY_DN11873_c0_g1	TRINITY_DN11873_c0_g1_i1.p1	NP_001095934.1	80.3	61	11	1	1	60	88	148	1.33e-26	100	NP_001095934.1 cytochrome P450 CYP9A22 precursor [Bombyx mori]
TRINITY_DN1263_c0_g1	TRINITY_DN1263_c0_g1_i1.p1	NP_001073134.1	50.8	59	29	0	1	59	1	59	2.89e-13	62.4	NP_001073134.1 cytochrome P450 CYP4M9 [Bombyx mori]
TRINITY_DN127_c0_g1	TRINITY_DN127_c0_g1_i2.p1	NP_001104005.1	59.3	59	24	0	2	60	389	447	4.29e-22	87.4	NP_001104005.1 cytochrome P450 monooxygenase CYP6AE22 [Bombyx mori]
