TRINITY_DN10989_c0_g1_i3.p1	sp|P21440|MDR3_MOUSE	63.5	104	117	1276	1	104	1056	1159	1.87e-35	131	sp|P21440|MDR3_MOUSE Phosphatidylcholine translocator ABCB4 OS=Mus musculus OX=10090 GN=Abcb4 PE=1 SV=2
TRINITY_DN10989_c0_g1_i3.p1	sp|P06795|MDR1B_MOUSE	63.1	103	117	1276	1	103	1058	1160	1.20e-34	129	sp|P06795|MDR1B_MOUSE ATP-dependent translocase ABCB1 OS=Mus musculus OX=10090 GN=Abcb1b PE=1 SV=1
TRINITY_DN10989_c0_g1_i3.p1	sp|P08183|MDR1_HUMAN	62.1	103	117	1280	1	103	1060	1162	7.76e-34	126	sp|P08183|MDR1_HUMAN ATP-dependent translocase ABCB1 OS=Homo sapiens OX=9606 GN=ABCB1 PE=1 SV=3
TRINITY_DN10989_c0_g1_i3.p1	sp|P21447|MDR1A_MOUSE	62.1	103	117	1276	1	103	1056	1158	1.06e-33	126	sp|P21447|MDR1A_MOUSE ATP-dependent translocase ABCB1 OS=Mus musculus OX=10090 GN=Abcb1a PE=1 SV=3
TRINITY_DN10989_c0_g1_i3.p1	sp|P23174|MDR3_CRIGR	62.5	104	117	1281	1	104	1061	1164	6.82e-33	124	sp|P23174|MDR3_CRIGR Phosphatidylcholine translocator ABCB4 OS=Cricetulus griseus OX=10029 GN=ABCB4 PE=2 SV=1
TRINITY_DN10989_c0_g1_i3.p1	sp|Q08201|MDR3_RAT	60.6	104	117	1278	1	104	1058	1161	1.27e-32	123	sp|Q08201|MDR3_RAT Phosphatidylcholine translocator ABCB4 OS=Rattus norvegicus OX=10116 GN=Abcb4 PE=1 SV=1
TRINITY_DN10989_c0_g1_i3.p1	sp|P21449|MDR2_CRIGR	62.1	103	117	1276	1	103	1058	1160	1.73e-32	122	sp|P21449|MDR2_CRIGR Multidrug resistance protein 2 OS=Cricetulus griseus OX=10029 GN=PGY2 PE=2 SV=2
TRINITY_DN10989_c0_g1_i3.p1	sp|P21448|MDR1_CRIGR	62.1	103	117	1276	1	103	1057	1159	3.22e-32	122	sp|P21448|MDR1_CRIGR ATP-dependent translocase ABCB1 OS=Cricetulus griseus OX=10029 GN=ABCB1 PE=1 SV=2
TRINITY_DN10989_c0_g1_i3.p1	sp|P43245|MDR1_RAT	59.6	104	117	1277	1	104	1060	1162	8.17e-32	120	sp|P43245|MDR1_RAT ATP-dependent translocase ABCB1 OS=Rattus norvegicus OX=10116 GN=Abcb1 PE=2 SV=1
TRINITY_DN10989_c0_g1_i3.p1	sp|B5X0E4|ABCB5_MOUSE	57.7	104	117	1255	1	104	1041	1144	2.49e-30	116	sp|B5X0E4|ABCB5_MOUSE ATP-binding cassette sub-family B member 5 OS=Mus musculus OX=10090 GN=Abcb5 PE=2 SV=1
