TRINITY_DN12897_c1_g1_i5.p1	sp|Q9M2U3|ALPL_ARATH	27.3	245	273	406	1	241	122	359	9.87e-16	79.7	sp|Q9M2U3|ALPL_ARATH Protein ALP1-like OS=Arabidopsis thaliana OX=3702 GN=At3g55350 PE=2 SV=1
TRINITY_DN12897_c1_g1_i5.p1	sp|Q94K49|ALP1_ARATH	26.8	246	273	396	1	239	116	352	1.64e-10	64.3	sp|Q94K49|ALP1_ARATH Protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1 OS=Arabidopsis thaliana OX=3702 GN=ALP1 PE=1 SV=1
TRINITY_DN12897_c1_g1_i5.p1	sp|Q6AZB8|HARB1_DANRE	23.7	236	273	349	3	235	82	301	1.46e-04	46.2	sp|Q6AZB8|HARB1_DANRE Putative nuclease HARBI1 OS=Danio rerio OX=7955 GN=harbi1 PE=2 SV=1
TRINITY_DN12897_c1_g1_i5.p1	sp|B0BN95|HARB1_RAT	24.3	235	273	349	16	235	93	300	8.28e-04	43.9	sp|B0BN95|HARB1_RAT Putative nuclease HARBI1 OS=Rattus norvegicus OX=10116 GN=Harbi1 PE=2 SV=1
TRINITY_DN13606_c1_g2_i3.p1	sp|Q9M2U3|ALPL_ARATH	23.9	293	418	406	58	342	69	355	1.04e-18	90.9	sp|Q9M2U3|ALPL_ARATH Protein ALP1-like OS=Arabidopsis thaliana OX=3702 GN=At3g55350 PE=2 SV=1
TRINITY_DN13606_c1_g2_i3.p1	sp|Q6AZB8|HARB1_DANRE	23.1	294	418	349	74	354	48	325	2.30e-17	86.3	sp|Q6AZB8|HARB1_DANRE Putative nuclease HARBI1 OS=Danio rerio OX=7955 GN=harbi1 PE=2 SV=1
TRINITY_DN13606_c1_g2_i3.p1	sp|Q5U538|HARB1_XENLA	23.0	300	418	347	44	340	26	300	2.51e-16	83.2	sp|Q5U538|HARB1_XENLA Putative nuclease HARBI1 OS=Xenopus laevis OX=8355 GN=harbi1 PE=2 SV=1
TRINITY_DN13606_c1_g2_i3.p1	sp|B0BN95|HARB1_RAT	22.2	270	418	349	74	340	48	300	9.15e-15	78.6	sp|B0BN95|HARB1_RAT Putative nuclease HARBI1 OS=Rattus norvegicus OX=10116 GN=Harbi1 PE=2 SV=1
TRINITY_DN13606_c1_g2_i3.p1	sp|Q96MB7|HARB1_HUMAN	22.6	270	418	349	74	340	48	300	2.23e-14	77.4	sp|Q96MB7|HARB1_HUMAN Putative nuclease HARBI1 OS=Homo sapiens OX=9606 GN=HARBI1 PE=1 SV=1
TRINITY_DN13606_c1_g2_i3.p1	sp|Q17QR8|HARB1_BOVIN	22.2	270	418	349	74	340	48	300	4.02e-14	76.6	sp|Q17QR8|HARB1_BOVIN Putative nuclease HARBI1 OS=Bos taurus OX=9913 GN=HARBI1 PE=2 SV=1
TRINITY_DN13606_c1_g2_i3.p1	sp|Q8BR93|HARB1_MOUSE	21.5	270	418	349	74	340	48	300	1.38e-12	72.0	sp|Q8BR93|HARB1_MOUSE Putative nuclease HARBI1 OS=Mus musculus OX=10090 GN=Harbi1 PE=2 SV=1
TRINITY_DN13606_c1_g3_i1.p1	sp|Q9M2U3|ALPL_ARATH	23.9	293	418	406	58	342	69	355	1.04e-18	90.9	sp|Q9M2U3|ALPL_ARATH Protein ALP1-like OS=Arabidopsis thaliana OX=3702 GN=At3g55350 PE=2 SV=1
TRINITY_DN13606_c1_g3_i1.p1	sp|Q6AZB8|HARB1_DANRE	23.1	294	418	349	74	354	48	325	2.30e-17	86.3	sp|Q6AZB8|HARB1_DANRE Putative nuclease HARBI1 OS=Danio rerio OX=7955 GN=harbi1 PE=2 SV=1
TRINITY_DN13606_c1_g3_i1.p1	sp|Q5U538|HARB1_XENLA	23.0	300	418	347	44	340	26	300	2.51e-16	83.2	sp|Q5U538|HARB1_XENLA Putative nuclease HARBI1 OS=Xenopus laevis OX=8355 GN=harbi1 PE=2 SV=1
TRINITY_DN13606_c1_g3_i1.p1	sp|B0BN95|HARB1_RAT	22.2	270	418	349	74	340	48	300	9.15e-15	78.6	sp|B0BN95|HARB1_RAT Putative nuclease HARBI1 OS=Rattus norvegicus OX=10116 GN=Harbi1 PE=2 SV=1
TRINITY_DN13606_c1_g3_i1.p1	sp|Q96MB7|HARB1_HUMAN	22.6	270	418	349	74	340	48	300	2.23e-14	77.4	sp|Q96MB7|HARB1_HUMAN Putative nuclease HARBI1 OS=Homo sapiens OX=9606 GN=HARBI1 PE=1 SV=1
TRINITY_DN13606_c1_g3_i1.p1	sp|Q17QR8|HARB1_BOVIN	22.2	270	418	349	74	340	48	300	4.02e-14	76.6	sp|Q17QR8|HARB1_BOVIN Putative nuclease HARBI1 OS=Bos taurus OX=9913 GN=HARBI1 PE=2 SV=1
