TRINITY_DN10214_c0_g1_i1.p1	XP_035442586.2	78.623	552	116	1	1	550	1	552	0.0	928	99	XP_035442586.2 juvenile hormone esterase isoform X1 [Spodoptera frugiperda]
TRINITY_DN10973_c0_g1_i1.p1	XP_035450368.2	76.531	196	45	1	1	195	117	312	2.11e-106	316	100	XP_035450368.2 juvenile hormone esterase [Spodoptera frugiperda]
TRINITY_DN11469_c0_g1_i1.p1	XP_035450398.2	91.455	433	37	0	1	433	1	433	0.0	785	99	XP_035450398.2 palmitoleoyl-protein carboxylesterase NOTUM [Spodoptera frugiperda]
TRINITY_DN1194_c0_g1_i10.p1	XP_035456135.2	77.147	757	144	8	1	735	1	750	0.0	1184	99	XP_035456135.2 juvenile hormone esterase isoform X2 [Spodoptera frugiperda]
TRINITY_DN13111_c1_g1_i3.p1	XP_035451693.2	66.258	489	154	3	7	491	5	486	0.0	659	97	XP_035451693.2 juvenile hormone esterase [Spodoptera frugiperda]
TRINITY_DN1320_c0_g1_i2.p1	XP_050553601.1	79.012	162	31	2	1	160	41	201	9.17e-92	277	99	XP_050553601.1 para-nitrobenzyl esterase-like [Spodoptera frugiperda]
TRINITY_DN13648_c0_g1_i12.p2	XP_035450251.1	69.718	142	43	0	1	142	1	142	6.72e-65	207	90	XP_035450251.1 juvenile hormone esterase-like [Spodoptera frugiperda]
TRINITY_DN13892_c0_g1_i1.p1	XP_035449450.2	74.332	187	47	1	28	214	5	190	2.86e-100	301	87	XP_035449450.2 esterase FE4-like [Spodoptera frugiperda]
TRINITY_DN1397_c0_g1_i12.p1	XP_035452217.2	73.835	558	144	1	4	561	2	557	0.0	887	98	XP_035452217.2 juvenile hormone esterase-like [Spodoptera frugiperda]
TRINITY_DN1554_c0_g1_i2.p1	XP_035450352.2	70.750	547	156	4	25	568	1	546	0.0	786	95	XP_035450352.2 bile salt-activated lipase [Spodoptera frugiperda]
TRINITY_DN1561_c0_g1_i1.p1	XP_050556454.1	80.287	558	109	1	1	558	13	569	0.0	962	99	XP_050556454.1 venom carboxylesterase-6 [Spodoptera frugiperda]
TRINITY_DN1674_c1_g1_i3.p1	XP_035449861.2	72.426	544	149	1	2	545	1	543	0.0	833	99	XP_035449861.2 cholinesterase 2-like [Spodoptera frugiperda]
TRINITY_DN1727_c0_g2_i1.p1	XP_035450251.1	66.667	543	178	2	1	542	1	541	0.0	771	99	XP_035450251.1 juvenile hormone esterase-like [Spodoptera frugiperda]
TRINITY_DN1740_c0_g3_i1.p1	XP_035459067.2	69.759	539	162	1	1	538	1	539	0.0	831	99	XP_035459067.2 bile salt-activated lipase [Spodoptera frugiperda]
TRINITY_DN1750_c0_g1_i1.p1	XP_035441043.1	81.831	688	107	6	8	690	3	677	0.0	1115	98	XP_035441043.1 pyrethroid hydrolase Ces2e isoform X2 [Spodoptera frugiperda]
TRINITY_DN20443_c0_g1_i1.p1	XP_035457497.2	46.860	207	96	3	2	199	184	385	4.39e-55	183	99	XP_035457497.2 cholinesterase 1 [Spodoptera frugiperda]
TRINITY_DN2272_c0_g3_i2.p1	XP_035450368.2	83.030	165	28	0	1	165	11	175	2.80e-98	293	100	XP_035450368.2 juvenile hormone esterase [Spodoptera frugiperda]
TRINITY_DN22_c1_g1_i12.p1	XP_050549265.1	81.136	493	92	1	1	493	41	532	0.0	835	99	XP_050549265.1 juvenile hormone esterase-like [Spodoptera frugiperda]
TRINITY_DN22_c2_g1_i1.p1	XP_035438336.2	78.058	556	119	2	1	556	1	553	0.0	935	99	XP_035438336.2 juvenile hormone esterase [Spodoptera frugiperda]
TRINITY_DN2312_c0_g1_i11.p1	XP_035450368.2	75.651	538	128	2	1	535	1	538	0.0	880	99	XP_035450368.2 juvenile hormone esterase [Spodoptera frugiperda]
TRINITY_DN235_c0_g1_i2.p1	XP_035430420.2	74.900	251	62	1	3	253	4	253	1.77e-138	400	99	XP_035430420.2 cholinesterase 1 [Spodoptera frugiperda]
TRINITY_DN25123_c0_g1_i1.p1	XP_050560005.1	77.910	421	93	0	2	422	1	421	0.0	694	99	XP_050560005.1 juvenile hormone esterase-like [Spodoptera frugiperda]
TRINITY_DN256_c0_g1_i8.p1	XP_035452555.2	60.842	641	221	8	17	641	1	627	0.0	784	97	XP_035452555.2 venom carboxylesterase-6 [Spodoptera frugiperda]
TRINITY_DN28070_c0_g1_i1.p1	XP_035457497.2	54.676	139	60	2	1	138	380	516	1.42e-44	152	99	XP_035457497.2 cholinesterase 1 [Spodoptera frugiperda]
TRINITY_DN3016_c0_g1_i1.p1	XP_035435877.2	74.276	587	146	2	14	600	4	585	0.0	897	98	XP_035435877.2 juvenile hormone esterase-like [Spodoptera frugiperda]
TRINITY_DN307_c1_g1_i2.p1	XP_035429431.2	66.184	207	68	2	1	207	1	205	4.25e-96	290	100	XP_035429431.2 cholinesterase 1 isoform X4 [Spodoptera frugiperda]
TRINITY_DN3199_c0_g1_i1.p1	XP_050554178.1	84.259	540	81	1	53	588	604	1143	0.0	967	98	XP_050554178.1 uncharacterized protein LOC118279115 [Spodoptera frugiperda]
TRINITY_DN3199_c0_g2_i2.p1	XP_050554178.1	76.614	573	129	3	9	578	2	572	0.0	936	98	XP_050554178.1 uncharacterized protein LOC118279115 [Spodoptera frugiperda]
TRINITY_DN3238_c0_g1_i2.p1	XP_035449627.2	60.075	536	201	7	232	761	139	667	0.0	652	70	XP_035449627.2 esterase E4-like [Spodoptera frugiperda]
TRINITY_DN333_c0_g1_i4.p1	XP_035450249.2	65.672	536	182	2	1	535	1	535	0.0	758	96	XP_035450249.2 juvenile hormone esterase [Spodoptera frugiperda]
TRINITY_DN44102_c0_g1_i1.p1	XP_035429701.2	98.113	106	2	0	1	106	314	419	1.12e-69	220	100	XP_035429701.2 acetylcholinesterase [Spodoptera frugiperda]
