TRINITY_DN10214_c0_g1_i1.p1	ref|XP_062526066.1|	65.054	558	186	4	1	550	1	557	0.0	744	99	juvenile hormone esterase [Bombyx mori]
TRINITY_DN10973_c0_g1_i1.p1	ref|NP_001104822.1|	68.205	195	62	0	1	195	117	311	4.76e-97	291	100	alpha-esterase 45 [Bombyx mori]
TRINITY_DN11469_c0_g1_i1.p1	ref|XP_012551322.2|	77.241	435	96	2	2	433	3	437	0.0	689	99	palmitoleoyl-protein carboxylesterase NOTUM [Bombyx mori]
TRINITY_DN1194_c0_g1_i10.p1	ref|NP_001040466.1|	61.204	781	232	11	1	735	1	756	0.0	947	99	alpha-esterase 48 isoform l [Bombyx mori]
TRINITY_DN13111_c1_g1_i3.p1	ref|NP_001177297.1|	48.637	477	231	8	5	474	3	472	2.43e-149	437	94	antennal esterase precursor [Bombyx mori]
TRINITY_DN1320_c0_g1_i2.p1	ref|XP_004924612.2|	62.733	161	58	1	1	161	44	202	1.47e-71	224	100	esterase FE4 [Bombyx mori]
TRINITY_DN13648_c0_g1_i12.p2	ref|XP_021203197.2|	57.664	137	57	1	2	137	19	155	1.57e-49	167	87	LOW QUALITY PROTEIN: carboxyl/cholinesterase 2 [Bombyx mori]
TRINITY_DN13892_c0_g1_i1.p1	ref|XP_037869340.1|	61.714	175	65	2	42	214	13	187	8.96e-75	235	81	esterase FE4 [Bombyx mori]
TRINITY_DN1397_c0_g1_i12.p1	ref|XP_021203217.3|	48.851	522	262	3	40	560	25	542	0.0	552	92	LOW QUALITY PROTEIN: juvenile hormone esterase [Bombyx mori]
TRINITY_DN1554_c0_g1_i2.p1	ref|XP_004930124.1|	61.185	523	199	3	42	562	13	533	0.0	656	91	bile salt-activated lipase [Bombyx mori]
TRINITY_DN1561_c0_g1_i1.p1	ref|NP_001182393.1|	70.072	558	167	0	1	558	1	558	0.0	852	99	carboxyl/cholinesterase 7 precursor [Bombyx mori]
TRINITY_DN1674_c1_g1_i3.p1	ref|XP_062527686.1|	51.215	535	244	8	22	549	19	543	0.0	529	96	bile salt-activated lipase [Bombyx mori]
TRINITY_DN1727_c0_g2_i1.p1	ref|XP_021203217.3|	53.905	525	239	3	18	540	25	548	0.0	593	96	LOW QUALITY PROTEIN: juvenile hormone esterase [Bombyx mori]
TRINITY_DN1740_c0_g3_i1.p1	ref|NP_001116814.1|	67.347	539	173	2	1	536	1	539	0.0	784	99	alpha-esterase 40 precursor [Bombyx mori]
TRINITY_DN1750_c0_g1_i1.p1	ref|NP_001040411.1|	66.043	695	214	9	13	690	2	691	0.0	922	98	carboxylesterase clade H, member 1 precursor [Bombyx mori]
TRINITY_DN20443_c0_g1_i1.p1	ref|XP_012548183.2|	32.127	221	116	10	2	199	188	397	5.18e-21	90.1	99	carboxylesterase 5A [Bombyx mori]
TRINITY_DN2272_c0_g3_i2.p1	ref|NP_001104822.1|	75.152	165	41	0	1	165	11	175	3.22e-90	273	100	alpha-esterase 45 [Bombyx mori]
TRINITY_DN22_c1_g1_i12.p1	ref|NP_001040174.1|	56.187	493	203	5	3	493	59	540	0.0	555	99	alpha-esterase 13 precursor [Bombyx mori]
TRINITY_DN22_c2_g1_i1.p1	ref|XP_062526066.1|	65.241	561	187	4	1	556	1	558	0.0	773	99	juvenile hormone esterase [Bombyx mori]
TRINITY_DN2312_c0_g1_i11.p1	ref|NP_001104822.1|	63.738	535	194	0	1	535	1	535	0.0	743	99	alpha-esterase 45 [Bombyx mori]
TRINITY_DN235_c0_g1_i2.p1	ref|XP_004924612.2|	62.338	231	84	1	18	248	22	249	5.15e-98	297	91	esterase FE4 [Bombyx mori]
TRINITY_DN25123_c0_g1_i1.p1	ref|XP_004933450.1|	33.641	434	263	12	6	421	4	430	1.92e-69	230	97	juvenile hormone esterase [Bombyx mori]
TRINITY_DN256_c0_g1_i8.p1	ref|NP_001121786.1|	57.230	657	242	6	17	641	1	650	0.0	743	97	alpha-esterase 3 precursor [Bombyx mori]
TRINITY_DN28070_c0_g1_i1.p1	ref|XP_037874968.1|	57.025	121	50	1	10	128	418	538	6.42e-44	151	86	cholinesterase 2 [Bombyx mori]
TRINITY_DN3016_c0_g1_i1.p1	ref|XP_004933503.2|	58.907	567	232	1	34	600	16	581	0.0	734	94	juvenile hormone esterase [Bombyx mori]
TRINITY_DN307_c1_g1_i2.p1	ref|XP_004924612.2|	61.413	184	67	3	24	207	27	206	2.59e-73	231	89	esterase FE4 [Bombyx mori]
TRINITY_DN3199_c0_g1_i1.p1	ref|NP_001108339.1|	66.318	573	179	5	17	588	2	561	0.0	786	97	integument esterase 1 precursor [Bombyx mori]
TRINITY_DN3199_c0_g2_i2.p1	ref|NP_001121191.1|	66.182	550	172	4	26	573	32	569	0.0	757	94	integument esterase 2 precursor [Bombyx mori]
TRINITY_DN3238_c0_g1_i2.p1	ref|XP_062532204.1|	47.786	542	269	9	194	729	74	607	9.46e-159	490	71	uncharacterized protein LOC101737440 [Bombyx mori]
TRINITY_DN333_c0_g1_i4.p1	ref|XP_021203217.3|	55.000	540	238	4	1	538	8	544	0.0	591	97	LOW QUALITY PROTEIN: juvenile hormone esterase [Bombyx mori]
TRINITY_DN44102_c0_g1_i1.p1	ref|XP_037871535.1|	94.340	106	6	0	1	106	303	408	3.74e-68	216	100	acetylcholinesterase type 1 isoform X1 [Bombyx mori]
TRINITY_DN44969_c0_g1_i1.p1	ref|NP_001108113.1|	95.869	581	24	0	1	581	58	638	0.0	1177	99	acetylcholinesterase type 2 precursor [Bombyx mori]
