TRINITY_DN11717_c0_g2_i2.p1	XP_035449983.2	88.683	539	541	539	2	540	1	539	0.0	1003	XP_035449983.2 UDP-glucosyltransferase 2 [Spodoptera frugiperda]
TRINITY_DN1689_c0_g1_i2.p1	XP_050559575.1	67.761	518	519	520	1	517	1	518	0.0	727	XP_050559575.1 UDP-glucosyltransferase 2-like [Spodoptera frugiperda]
TRINITY_DN1689_c0_g2_i1.p1	XP_050559575.1	72.059	476	475	520	1	475	1	475	0.0	727	XP_050559575.1 UDP-glucosyltransferase 2-like [Spodoptera frugiperda]
TRINITY_DN1689_c1_g1_i4.p1	XP_050559578.1	64.535	516	518	514	5	517	1	514	0.0	711	XP_050559578.1 UDP-glycosyltransferase UGT5-like [Spodoptera frugiperda]
TRINITY_DN17113_c0_g1_i16.p1	XP_035458622.2	76.078	510	511	508	1	510	1	508	0.0	810	XP_035458622.2 UDP-glycosyltransferase UGT5 [Spodoptera frugiperda]
TRINITY_DN18424_c0_g1_i1.p1	XP_035440285.2	81.538	520	522	521	1	520	1	520	0.0	907	XP_035440285.2 UDP-glycosyltransferase UGT5-like [Spodoptera frugiperda]
TRINITY_DN2328_c0_g1_i1.p1	XP_050556017.1	67.787	506	528	1039	20	525	536	1038	0.0	726	XP_050556017.1 LOW QUALITY PROTEIN: uncharacterized protein LOC118277900 [Spodoptera frugiperda]
TRINITY_DN2332_c0_g1_i2.p1	XP_035437704.2	93.382	544	545	544	1	544	1	544	0.0	1073	XP_035437704.2 UDP-glucosyltransferase 2 [Spodoptera frugiperda]
TRINITY_DN243_c0_g1_i5.p1	XP_050550361.1	84.263	502	518	516	1	501	1	502	0.0	901	XP_050550361.1 UDP-glucosyltransferase 2-like [Spodoptera frugiperda]
TRINITY_DN3269_c0_g1_i2.p1	XP_035452810.2	70.690	522	523	522	1	522	1	522	0.0	763	XP_035452810.2 UDP-glycosyltransferase UGT5-like [Spodoptera frugiperda]
TRINITY_DN5199_c0_g1_i1.p1	XP_035436381.2	69.583	503	526	530	24	525	28	530	0.0	752	XP_035436381.2 UDP-glucosyltransferase 2 isoform X1 [Spodoptera frugiperda]
TRINITY_DN654_c0_g1_i2.p1	XP_035452567.1	70.841	511	519	523	1	511	1	511	0.0	806	XP_035452567.1 UDP-glucosyltransferase 2 [Spodoptera frugiperda]
TRINITY_DN6816_c0_g1_i13.p1	XP_035458586.2	70.040	504	519	516	1	500	1	501	0.0	737	XP_035458586.2 UDP-glycosyltransferase UGT5-like [Spodoptera frugiperda]
