TRINITY_DN11717_c0_g2_i2.p1	ref|NP_001243973.1|	69.639	527	541	536	14	540	10	536	0.0	794	UDP-glycosyltransferase UGT47A1 precursor [Bombyx mori]
TRINITY_DN1689_c0_g1_i2.p1	ref|XP_037875535.1|	54.184	478	519	517	1	478	4	479	0.0	546	UDP-glycosyltransferase UGT41A2 isoform X1 [Bombyx mori]
TRINITY_DN1689_c0_g2_i1.p1	ref|XP_037875535.1|	56.144	472	475	517	4	475	6	475	0.0	553	UDP-glycosyltransferase UGT41A2 isoform X1 [Bombyx mori]
TRINITY_DN1689_c1_g1_i4.p1	ref|NP_001243993.1|	53.700	473	518	518	9	480	7	479	0.0	556	UDP-glycosyltransferase UGT41A1 precursor [Bombyx mori]
TRINITY_DN17113_c0_g1_i16.p1	ref|NP_001243968.1|	61.569	510	511	512	2	510	3	512	0.0	671	UDP-glycosyltransferase UGT42A1 [Bombyx mori]
TRINITY_DN18424_c0_g1_i1.p1	ref|NP_001243980.1|	69.767	516	522	520	6	521	5	518	0.0	780	UDP-glycosyltransferase UGT39B1 precursor [Bombyx mori]
TRINITY_DN2328_c0_g1_i1.p1	ref|XP_012550238.1|	56.705	522	528	531	10	527	15	529	0.0	600	UDP-glucosyltransferase isoform X1 [Bombyx mori]
TRINITY_DN2332_c0_g1_i2.p1	ref|NP_001243994.1|	75.185	540	545	540	5	544	6	540	0.0	870	UDP-glycosyltransferase UGT50A1 precursor [Bombyx mori]
TRINITY_DN243_c0_g1_i5.p1	ref|NP_001274756.1|	69.263	475	518	508	15	489	11	485	0.0	707	UDP-glucuronosyltransferase 2B14-like precursor [Bombyx mori]
TRINITY_DN3269_c0_g1_i2.p1	ref|XP_012550236.1|	52.805	517	523	517	4	518	3	517	0.0	551	UDP-glucosyltransferase protein 3 isoform X1 [Bombyx mori]
TRINITY_DN5199_c0_g1_i1.p1	ref|NP_001243974.1|	46.080	523	526	511	8	525	10	511	2.15e-151	443	UDP-glycosyltransferase UGT48C1 precursor [Bombyx mori]
TRINITY_DN654_c0_g1_i2.p1	ref|NP_001037040.1|	57.426	505	519	520	7	507	5	508	0.0	602	phenol UDP-glucosyltransferase precursor [Bombyx mori]
TRINITY_DN6816_c0_g1_i13.p1	ref|NP_001243970.1|	51.677	507	519	516	4	502	3	506	0.0	547	UDP-glycosyltransferase UGT43B1 precursor [Bombyx mori]
