TRINITY_DN114_c0_g1_i11.p1	XP_012544301.1	92.580	283	20	1	1	283	1	282	0.0	542	99	XP_012544301.1 chloride intracellular channel isoform X1 [Bombyx mori]
TRINITY_DN11666_c0_g1_i2.p1	NP_001186866.1	77.108	332	75	1	1	332	1	331	0.0	537	99	NP_001186866.1 ganglioside-induced differentiation-associated-protein [Bombyx mori]
TRINITY_DN12434_c0_g2_i1.p1	NP_001108466.1	52.315	216	103	0	1	216	1	216	5.40e-88	258	99	NP_001108466.1 glutathione S-transferase epsilon 3 [Bombyx mori]
TRINITY_DN1310_c0_g1_i1.p1	XP_004930497.3	50.000	220	108	1	5	224	133	350	3.43e-75	231	96	XP_004930497.3 glutathione S-transferase D7 [Bombyx mori]
TRINITY_DN1343_c0_g1_i14.p1	XP_004930431.1	64.536	829	262	5	1	824	1	802	0.0	1091	99	XP_004930431.1 S1 RNA-binding domain-containing protein 1 isoform X1 [Bombyx mori]
TRINITY_DN13779_c0_g1_i1.p1	XP_037877200.1	70.455	220	64	1	1	219	207	426	8.12e-109	319	99	XP_037877200.1 glutathione S-transferase delta 3 isoform X8 [Bombyx mori]
TRINITY_DN1407_c0_g1_i1.p1	NP_001036994.1	31.841	201	136	1	3	203	2	201	7.77e-33	117	97	NP_001036994.1 glutathione S-transferase sigma 2 [Bombyx mori]
TRINITY_DN1430_c2_g2_i1.p1	NP_001040283.1	79.054	148	29	2	1	147	1	147	3.55e-79	231	98	NP_001040283.1 mitochondrial thioredoxin 2 [Bombyx mori]
TRINITY_DN163_c3_g1_i1.p1	NP_001108466.1	50.691	217	107	0	1	217	1	217	1.01e-85	253	99	NP_001108466.1 glutathione S-transferase epsilon 3 [Bombyx mori]
TRINITY_DN1682_c0_g2_i2.p1	XP_004930497.3	51.598	219	106	0	28	246	132	350	1.02e-78	241	89	XP_004930497.3 glutathione S-transferase D7 [Bombyx mori]
TRINITY_DN18158_c2_g1_i1.p1	XP_004930497.3	43.860	114	62	1	1	114	238	349	2.46e-28	105	100	XP_004930497.3 glutathione S-transferase D7 [Bombyx mori]
TRINITY_DN18158_c2_g2_i1.p1	XP_004930497.3	54.751	221	98	1	4	224	132	350	6.31e-85	256	97	XP_004930497.3 glutathione S-transferase D7 [Bombyx mori]
TRINITY_DN1824_c0_g1_i1.p1	XP_062532226.1	60.648	216	81	3	12	225	1	214	2.53e-95	277	95	XP_062532226.1 glutathione S-transferase epsilon 2 isoform X1 [Bombyx mori]
TRINITY_DN196_c0_g1_i1.p1	NP_001036994.1	54.310	116	53	0	1	116	87	202	3.85e-40	132	97	NP_001036994.1 glutathione S-transferase sigma 2 [Bombyx mori]
TRINITY_DN196_c1_g2_i1.p1	NP_001036994.1	60.234	171	68	0	47	217	1	171	3.06e-74	223	79	NP_001036994.1 glutathione S-transferase sigma 2 [Bombyx mori]
TRINITY_DN196_c6_g1_i10.p1	NP_001036994.1	53.266	199	91	1	1	199	1	197	1.79e-74	223	99	NP_001036994.1 glutathione S-transferase sigma 2 [Bombyx mori]
TRINITY_DN1970_c0_g1_i1.p1	NP_001040435.1	85.000	240	36	0	1	240	1	240	2.58e-158	438	99	NP_001040435.1 glutathione S-transferase omega 3 [Bombyx mori]
TRINITY_DN2000_c0_g1_i17.p1	XP_012548985.2	69.588	388	117	1	37	424	1	387	0.0	591	91	XP_012548985.2 prostaglandin E synthase 2 [Bombyx mori]
TRINITY_DN2379_c0_g3_i3.p1	XP_004922383.1	56.069	173	76	0	1	173	4	176	2.19e-76	226	99	XP_004922383.1 eukaryotic translation elongation factor 1 epsilon-1 [Bombyx mori]
TRINITY_DN2529_c0_g1_i19.p1	XP_062528878.1	88.803	259	29	0	1	259	1	259	0.0	499	99	XP_062528878.1 metaxin-2 isoform X4 [Bombyx mori]
