TRINITY_DN114_c0_g1_i11.p1	XP_035443791.1	97.880	283	6	0	1	283	1	283	0.0	579	99	XP_035443791.1 chloride intracellular channel exc-4 isoform X1 [Spodoptera frugiperda]
TRINITY_DN11666_c0_g1_i2.p1	XP_050563972.1	86.186	333	46	0	1	333	1	333	0.0	612	99	XP_050563972.1 ganglioside-induced differentiation-associated protein 1 isoform X2 [Spodoptera frugiperda]
TRINITY_DN12434_c0_g2_i1.p1	XP_050557506.1	66.204	216	73	0	1	216	1	216	3.27e-109	320	99	XP_050557506.1 uncharacterized protein LOC118261723 [Spodoptera frugiperda]
TRINITY_DN1310_c0_g1_i1.p1	XP_050559253.1	72.444	225	60	1	1	225	1	223	2.52e-126	357	99	XP_050559253.1 glutathione S-transferase 1 [Spodoptera frugiperda]
TRINITY_DN1343_c0_g1_i14.p1	XP_050558941.1	78.571	826	170	6	1	824	1	821	0.0	1303	99	XP_050558941.1 S1 RNA-binding domain-containing protein 1 isoform X2 [Spodoptera frugiperda]
TRINITY_DN13779_c0_g1_i1.p1	XP_035440580.2	78.281	221	46	2	1	219	1	221	3.37e-125	353	99	XP_035440580.2 glutathione S-transferase 1 [Spodoptera frugiperda]
TRINITY_DN1407_c0_g1_i1.p1	XP_050562835.1	75.385	130	27	1	1	125	17	146	1.00e-59	202	60	XP_050562835.1 uncharacterized protein LOC118269650 isoform X1 [Spodoptera frugiperda]
TRINITY_DN1430_c2_g2_i1.p1	XP_035445331.2	84.667	150	21	2	1	149	1	149	1.90e-88	254	99	XP_035445331.2 thioredoxin, mitochondrial [Spodoptera frugiperda]
TRINITY_DN163_c3_g1_i1.p1	XP_050557548.1	64.977	217	76	0	1	217	1	217	1.62e-106	306	99	XP_050557548.1 glutathione S-transferase 1 [Spodoptera frugiperda]
TRINITY_DN1682_c0_g2_i2.p1	XP_050558885.1	71.171	222	64	0	25	246	229	450	4.67e-116	340	90	XP_050558885.1 uncharacterized protein LOC118266848 [Spodoptera frugiperda]
TRINITY_DN18158_c2_g1_i1.p1	XP_050559253.1	72.807	114	29	1	1	114	110	221	4.22e-56	174	100	XP_050559253.1 glutathione S-transferase 1 [Spodoptera frugiperda]
TRINITY_DN18158_c2_g2_i1.p1	XP_050559253.1	78.667	225	46	1	1	225	1	223	4.03e-131	369	99	XP_050559253.1 glutathione S-transferase 1 [Spodoptera frugiperda]
TRINITY_DN1824_c0_g1_i1.p1	XP_035441818.2	73.364	214	56	1	12	225	18	230	6.39e-117	333	95	XP_035441818.2 glutathione S-transferase 1-like [Spodoptera frugiperda]
TRINITY_DN196_c0_g1_i1.p1	XP_035444198.2	65.517	116	40	0	1	116	87	202	3.91e-50	158	97	XP_035444198.2 glutathione S-transferase 2 [Spodoptera frugiperda]
TRINITY_DN196_c1_g2_i1.p1	XP_035444198.2	69.591	171	52	0	47	217	1	171	1.34e-86	255	79	XP_035444198.2 glutathione S-transferase 2 [Spodoptera frugiperda]
TRINITY_DN196_c6_g1_i10.p1	XP_035444198.2	63.317	199	71	1	1	199	1	197	2.95e-89	261	99	XP_035444198.2 glutathione S-transferase 2 [Spodoptera frugiperda]
TRINITY_DN1970_c0_g1_i1.p1	XP_035453953.1	94.583	240	13	0	1	240	1	240	2.19e-172	474	99	XP_035453953.1 pyrimidodiazepine synthase-like [Spodoptera frugiperda]
TRINITY_DN2000_c0_g1_i17.p1	XP_035431091.1	87.113	388	50	0	37	424	1	388	0.0	710	91	XP_035431091.1 prostaglandin E synthase 2 [Spodoptera frugiperda]
TRINITY_DN2379_c0_g3_i3.p1	XP_035435228.2	79.769	173	34	1	1	173	1	172	4.67e-103	293	99	XP_035435228.2 eukaryotic translation elongation factor 1 epsilon-1 [Spodoptera frugiperda]
TRINITY_DN2529_c0_g1_i19.p1	XP_050558327.1	92.925	212	15	0	16	227	100	311	2.60e-149	431	82	XP_050558327.1 uncharacterized protein LOC118279859 isoform X2 [Spodoptera frugiperda]
