TRINITY_DN1282_c1_g2_i1.p1	XP_035432672.2	75.692	325	78	1	3	326	2	326	0.0	504	99	XP_035432672.2 sulfotransferase 1 family member D1-like [Spodoptera frugiperda]
TRINITY_DN13428_c0_g1_i1.p1	XP_050559197.1	57.018	342	146	1	3	343	2	343	1.81e-143	409	99	XP_050559197.1 sulfotransferase 1C4 [Spodoptera frugiperda]
TRINITY_DN13428_c0_g2_i1.p1	XP_050559197.1	84.795	342	51	1	1	342	1	341	0.0	602	99	XP_050559197.1 sulfotransferase 1C4 [Spodoptera frugiperda]
TRINITY_DN18563_c0_g1_i1.p1	XP_035436318.2	64.348	230	79	2	2	228	71	300	5.95e-107	312	99	XP_035436318.2 sulfotransferase 1C4 isoform X1 [Spodoptera frugiperda]
TRINITY_DN1884_c0_g1_i17.p1	XP_035433286.1	72.965	344	91	1	1	342	1	344	0.0	555	99	XP_035433286.1 sulfotransferase 1E1 [Spodoptera frugiperda]
TRINITY_DN260_c1_g1_i12.p1	XP_050559191.1	74.221	353	89	2	1	352	1	352	0.0	535	99	XP_050559191.1 luciferin sulfotransferase-like [Spodoptera frugiperda]
TRINITY_DN275_c0_g1_i16.p1	XP_035436301.1	94.495	327	17	1	1	326	15	341	0.0	614	99	XP_035436301.1 protein-tyrosine sulfotransferase isoform X1 [Spodoptera frugiperda]
TRINITY_DN27959_c0_g1_i2.p1	XP_035445554.2	93.720	414	26	0	1	414	1	414	0.0	795	96	XP_035445554.2 heparan sulfate 2-O-sulfotransferase pipe [Spodoptera frugiperda]
TRINITY_DN5927_c0_g1_i3.p1	XP_035436318.2	70.745	188	55	0	1	188	161	348	8.11e-105	305	97	XP_035436318.2 sulfotransferase 1C4 isoform X1 [Spodoptera frugiperda]
TRINITY_DN5949_c0_g1_i3.p1	XP_035436318.2	53.073	179	83	1	1	178	1	179	1.14e-64	202	100	XP_035436318.2 sulfotransferase 1C4 isoform X1 [Spodoptera frugiperda]
TRINITY_DN659_c1_g1_i4.p1	XP_050559193.1	69.474	95	29	0	1	95	219	313	4.07e-44	148	62	XP_050559193.1 sulfotransferase 1C4 isoform X2 [Spodoptera frugiperda]
