TRINITY_DN1124_c0_g1_i10.p1	XP_004924686.1	74.588	1275	311	5	3	1272	2	1268	0.0	1927	99	XP_004924686.1 ATP-dependent translocase ABCB1 isoform X3 [Bombyx mori]
TRINITY_DN1142_c1_g1_i12.p1	XP_004926984.1	84.686	764	106	5	1	763	1	754	0.0	1344	99	XP_004926984.1 ATP-binding cassette sub-family D member 1 [Bombyx mori]
TRINITY_DN11606_c0_g1_i6.p1	XP_037873529.1	53.217	1663	731	18	1	1640	1	1639	0.0	1642	99	XP_037873529.1 retinal-specific phospholipid-transporting ATPase ABCA4 [Bombyx mori]
TRINITY_DN11773_c0_g1_i7.p1	XP_004925914.2	78.860	719	152	0	18	736	8	726	0.0	1179	94	XP_004925914.2 iron-sulfur clusters transporter ABCB7, mitochondrial isoform X1 [Bombyx mori]
TRINITY_DN12134_c0_g1_i3.p1	XP_037871800.1	85.755	1397	192	5	1	1394	1	1393	0.0	2457	99	XP_037871800.1 ATP-binding cassette subfamily C member 4 isoform X1 [Bombyx mori]
TRINITY_DN12905_c0_g2_i1.p1	XP_037870027.1	77.496	631	137	4	1	628	1	629	0.0	1040	99	XP_037870027.1 ATP-binding cassette sub-family G member 1 [Bombyx mori]
TRINITY_DN1442_c0_g1_i7.p1	XP_037876655.1	90.715	797	58	4	1	794	22	805	0.0	1467	99	XP_037876655.1 ABC transporter G family member 23 isoform X1 [Bombyx mori]
TRINITY_DN16854_c0_g2_i2.p1	XP_012549839.2	72.395	547	148	3	1	546	771	1315	0.0	807	99	XP_012549839.2 multidrug resistance protein homolog 49 [Bombyx mori]
TRINITY_DN18075_c0_g1_i1.p1	XP_004931997.1	88.199	644	72	2	1	644	1	640	0.0	1190	99	XP_004931997.1 ATP-binding cassette sub-family G member 5 [Bombyx mori]
TRINITY_DN18452_c0_g1_i1.p1	XP_037871935.1	82.151	1395	237	5	1	1389	1	1389	0.0	2341	99	XP_037871935.1 ATP-binding cassette sub-family C member 4 isoform X4 [Bombyx mori]
TRINITY_DN20355_c0_g1_i13.p1	XP_012544692.1	69.040	885	258	8	2	878	1	877	0.0	1244	99	XP_012544692.1 ATP-binding cassette sub-family C member Sur isoform X1 [Bombyx mori]
TRINITY_DN21667_c0_g1_i1.p1	XP_012548268.1	89.507	467	46	2	1	465	105	570	0.0	879	100	XP_012548268.1 cholesterol transporter ABCA5 [Bombyx mori]
TRINITY_DN2350_c0_g1_i14.p1	XP_062532269.1	83.059	791	133	1	1	790	42	832	0.0	1352	99	XP_062532269.1 ABC transporter G family member 23 [Bombyx mori]
TRINITY_DN254_c0_g1_i11.p1	XP_004925578.2	73.312	1600	409	7	1	1594	7	1594	0.0	2420	99	XP_004925578.2 ATP-binding cassette sub-family C member 10 isoform X1 [Bombyx mori]
TRINITY_DN264_c0_g1_i11.p1	XP_012546914.1	65.517	1740	583	12	3	1738	1	1727	0.0	2414	99	XP_012546914.1 phospholipid-transporting ATPase ABCA1 [Bombyx mori]
TRINITY_DN30_c14_g1_i4.p1	XP_037874940.1	85.329	668	97	1	1	668	1	667	0.0	1210	99	XP_037874940.1 ATP-binding cassette sub-family D member 3 [Bombyx mori]
TRINITY_DN332_c0_g1_i5.p1	XP_012546341.1	86.552	699	89	3	3	697	4	701	0.0	1256	99	XP_012546341.1 ATP-binding cassette sub-family G member 1-like isoform X1 [Bombyx mori]
TRINITY_DN33353_c0_g1_i3.p1	XP_012550859.1	86.228	835	109	2	1	830	1	834	0.0	1470	98	XP_012550859.1 ATP-binding cassette transporter subfamily B isoform X1 [Bombyx mori]
TRINITY_DN33832_c0_g1_i10.p1	XP_037872808.1	73.987	1703	433	6	1	1695	1	1701	0.0	2678	99	XP_037872808.1 phospholipid-transporting ATPase ABCA3 isoform X1 [Bombyx mori]
TRINITY_DN4426_c0_g1_i3.p1	XP_012547622.2	77.650	698	147	4	9	706	7	695	0.0	1104	99	XP_012547622.2 ATP-binding cassette sub-family B member 10, mitochondrial [Bombyx mori]
TRINITY_DN4518_c0_g1_i1.p1	XP_021205339.2	77.697	1372	284	8	1	1361	1	1361	0.0	2150	99	XP_021205339.2 ATP-binding cassette sub-family C member 4 [Bombyx mori]
TRINITY_DN4644_c0_g1_i1.p1	XP_012546360.2	85.828	628	84	1	10	637	8	630	0.0	1130	98	XP_012546360.2 ATP-binding cassette sub-family G member 1 [Bombyx mori]
TRINITY_DN4709_c2_g1_i1.p1	XP_004929563.1	74.889	677	160	1	1	667	1	677	0.0	1082	99	XP_004929563.1 ATP-binding cassette sub-family G member 1 [Bombyx mori]
TRINITY_DN4830_c1_g1_i1.p1	XP_004928585.1	83.504	879	123	8	2	878	48	906	0.0	1336	99	XP_004928585.1 ATP-binding cassette sub-family F member 1 [Bombyx mori]
TRINITY_DN5175_c0_g1_i3.p1	XP_012551708.2	73.925	721	178	3	1	721	1	711	0.0	1110	99	XP_012551708.2 ABC transporter G family member 20 [Bombyx mori]
TRINITY_DN5424_c0_g1_i1.p1	XP_037872082.1	72.963	1350	357	4	21	1365	18	1364	0.0	2095	98	XP_037872082.1 ATP-binding cassette sub-family C member 4 isoform X1 [Bombyx mori]
TRINITY_DN54_c0_g1_i1.p1	XP_021205339.2	70.000	1380	374	9	1	1370	1	1350	0.0	1944	99	XP_021205339.2 ATP-binding cassette sub-family C member 4 [Bombyx mori]
TRINITY_DN662_c0_g1_i2.p1	XP_062527523.1	84.443	1517	233	3	1	1515	1	1516	0.0	2701	99	XP_062527523.1 multidrug resistance-associated protein 1 isoform X2 [Bombyx mori]
TRINITY_DN662_c0_g4_i1.p1	XP_062528276.1	71.471	1353	365	10	1	1343	1709	3050	0.0	1991	99	XP_062528276.1 ABC transporter isoform X1 [Bombyx mori]
TRINITY_DN7214_c0_g1_i11.p1	XP_037870185.1	78.593	654	121	3	1	654	1	635	0.0	1038	99	XP_037870185.1 ATP-binding cassette transporter subfamily G member Bm3 isoform X1 [Bombyx mori]
TRINITY_DN9037_c0_g1_i11.p1	XP_012544694.1	64.140	541	182	7	1	539	917	1447	0.0	599	88	XP_012544694.1 ATP-binding cassette sub-family C member Sur isoform X2 [Bombyx mori]
TRINITY_DN9474_c0_g1_i1.p1	XP_037875232.1	74.366	1459	331	8	1	1451	1	1424	0.0	2221	99	XP_037875232.1 probable multidrug resistance-associated protein lethal(2)03659 isoform X2 [Bombyx mori]
TRINITY_DN9946_c0_g2_i2.p1	XP_012548721.2	67.943	627	191	3	1	620	1	624	0.0	875	99	XP_012548721.2 ATP-binding cassette subfamily G member 4 [Bombyx mori]
TRINITY_DN9986_c0_g1_i1.p1	XP_062527524.1	68.319	565	171	5	1	563	770	1328	0.0	795	99	XP_062527524.1 multidrug resistance-associated protein 1 isoform X3 [Bombyx mori]
