TRINITY_DN4842_c0_g1_i1.p1	sp|O93308|SMC1A_XENLA	50.6	1231	1221	1232	3	1221	2	1225	0.0	1014	sp|O93308|SMC1A_XENLA Structural maintenance of chromosomes protein 1A OS=Xenopus laevis OX=8355 GN=smc1a PE=1 SV=1
TRINITY_DN4842_c0_g1_i1.p1	sp|Q9Z1M9|SMC1A_RAT	49.6	1231	1221	1233	3	1221	2	1225	0.0	996	sp|Q9Z1M9|SMC1A_RAT Structural maintenance of chromosomes protein 1A OS=Rattus norvegicus OX=10116 GN=Smc1a PE=1 SV=1
TRINITY_DN4842_c0_g1_i1.p1	sp|O97593|SMC1A_BOVIN	49.3	1231	1221	1233	3	1221	2	1225	0.0	968	sp|O97593|SMC1A_BOVIN Structural maintenance of chromosomes protein 1A OS=Bos taurus OX=9913 GN=SMC1A PE=1 SV=1
TRINITY_DN4842_c0_g1_i1.p1	sp|Q9CU62|SMC1A_MOUSE	49.3	1231	1221	1233	3	1221	2	1225	0.0	968	sp|Q9CU62|SMC1A_MOUSE Structural maintenance of chromosomes protein 1A OS=Mus musculus OX=10090 GN=Smc1a PE=1 SV=4
TRINITY_DN4842_c0_g1_i1.p1	sp|Q14683|SMC1A_HUMAN	49.2	1231	1221	1233	3	1221	2	1225	0.0	966	sp|Q14683|SMC1A_HUMAN Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2
TRINITY_DN4842_c0_g1_i1.p1	sp|Q920F6|SMC1B_MOUSE	40.4	1224	1221	1248	5	1221	4	1220	2.99e-254	760	sp|Q920F6|SMC1B_MOUSE Structural maintenance of chromosomes protein 1B OS=Mus musculus OX=10090 GN=Smc1b PE=1 SV=1
TRINITY_DN4842_c0_g1_i1.p1	sp|Q8NDV3|SMC1B_HUMAN	40.4	1227	1221	1235	3	1221	2	1221	8.04e-254	759	sp|Q8NDV3|SMC1B_HUMAN Structural maintenance of chromosomes protein 1B OS=Homo sapiens OX=9606 GN=SMC1B PE=1 SV=3
TRINITY_DN4842_c0_g1_i1.p1	sp|O01789|SMC1_CAEEL	37.5	1238	1221	1262	5	1219	16	1243	5.87e-244	734	sp|O01789|SMC1_CAEEL Structural maintenance of chromosomes protein 1 OS=Caenorhabditis elegans OX=6239 GN=him-1 PE=1 SV=4
TRINITY_DN4842_c0_g1_i1.p1	sp|O94383|SMC1_SCHPO	30.3	1259	1221	1228	8	1219	7	1226	6.63e-142	464	sp|O94383|SMC1_SCHPO Structural maintenance of chromosomes protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=psm1 PE=1 SV=2
TRINITY_DN4842_c0_g1_i1.p1	sp|Q6Q1P4|SMC1_ARATH	33.3	1251	1221	1218	8	1221	14	1217	7.48e-141	461	sp|Q6Q1P4|SMC1_ARATH Structural maintenance of chromosomes protein 1 OS=Arabidopsis thaliana OX=3702 GN=SMC1 PE=2 SV=2
TRINITY_DN17911_c0_g1_i1.p1	sp|P10090|WHITE_DROME	60.2	636	687	687	61	685	66	685	3.64e-254	720	sp|P10090|WHITE_DROME Protein white OS=Drosophila melanogaster OX=7227 GN=w PE=1 SV=2
TRINITY_DN17911_c0_g1_i1.p1	sp|Q17320|WHITE_CERCA	57.5	652	687	679	52	685	42	677	1.19e-245	698	sp|Q17320|WHITE_CERCA Protein white OS=Ceratitis capitata OX=7213 GN=W PE=2 SV=1
TRINITY_DN17911_c0_g1_i1.p1	sp|Q27256|WHITE_ANOGA	54.6	658	687	695	42	684	45	692	1.00e-235	674	sp|Q27256|WHITE_ANOGA Protein white OS=Anopheles gambiae OX=7165 GN=w PE=2 SV=1
TRINITY_DN17911_c0_g1_i1.p1	sp|Q05360|WHITE_LUCCU	56.6	636	687	677	61	685	55	675	2.18e-235	672	sp|Q05360|WHITE_LUCCU Protein white OS=Lucilia cuprina OX=7375 GN=W PE=2 SV=2
TRINITY_DN17911_c0_g1_i1.p1	sp|Q16928|WHITE_ANOAL	54.4	663	687	709	42	684	46	706	3.44e-232	665	sp|Q16928|WHITE_ANOAL Protein white OS=Anopheles albimanus OX=7167 GN=W PE=3 SV=1
TRINITY_DN17911_c0_g1_i1.p1	sp|Q11180|WHT1_CAEEL	40.3	626	687	671	67	683	51	667	1.32e-149	452	sp|Q11180|WHT1_CAEEL ABC transporter ATP-binding protein/permease wht-1 OS=Caenorhabditis elegans OX=6239 GN=wht-1 PE=2 SV=3
TRINITY_DN17911_c0_g1_i1.p1	sp|P45843|SCRT_DROME	38.0	598	687	666	91	685	79	665	8.30e-126	391	sp|P45843|SCRT_DROME Protein scarlet OS=Drosophila melanogaster OX=7227 GN=st PE=1 SV=3
TRINITY_DN17911_c0_g1_i1.p1	sp|Q09466|WHT3_CAEEL	34.8	630	687	610	60	687	30	610	6.99e-114	358	sp|Q09466|WHT3_CAEEL ABC transporter ATP-binding protein/permease wht-3 OS=Caenorhabditis elegans OX=6239 GN=wht-3 PE=3 SV=1
TRINITY_DN17911_c0_g1_i1.p1	sp|Q91WA9|ABCG4_MOUSE	34.5	588	687	646	100	684	82	643	2.70e-93	305	sp|Q91WA9|ABCG4_MOUSE ATP-binding cassette subfamily G member 4 OS=Mus musculus OX=10090 GN=Abcg4 PE=1 SV=2
TRINITY_DN17911_c0_g1_i1.p1	sp|Q9H172|ABCG4_HUMAN	34.4	588	687	646	100	684	82	643	1.03e-92	304	sp|Q9H172|ABCG4_HUMAN ATP-binding cassette sub-family G member 4 OS=Homo sapiens OX=9606 GN=ABCG4 PE=1 SV=2
TRINITY_DN24143_c0_g1_i1.p1	sp|Q9NU22|MDN1_HUMAN	28.1	3817	3481	5596	13	3475	1969	5589	3.21e-260	886	sp|Q9NU22|MDN1_HUMAN Midasin OS=Homo sapiens OX=9606 GN=MDN1 PE=1 SV=2
TRINITY_DN24143_c0_g1_i1.p1	sp|Q869L3|MDN1_DICDI	21.6	4079	3481	5900	4	3479	2054	5899	5.36e-75	285	sp|Q869L3|MDN1_DICDI Midasin OS=Dictyostelium discoideum OX=44689 GN=mdn1 PE=3 SV=2
TRINITY_DN24143_c0_g1_i1.p1	sp|A0A1P8AUY4|MDN1_ARATH	21.0	3739	3481	5400	16	3475	2002	5394	6.85e-63	244	sp|A0A1P8AUY4|MDN1_ARATH Midasin OS=Arabidopsis thaliana OX=3702 GN=MDN1 PE=1 SV=1
TRINITY_DN24143_c0_g1_i1.p1	sp|O94248|MDN1_SCHPO	41.1	302	3481	4717	3190	3479	4419	4717	4.61e-59	232	sp|O94248|MDN1_SCHPO Midasin OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mdn1 PE=1 SV=1
