TRINITY_DN4842_c0_g1_i1.p1	XP_004923679.2	90.172	1221	119	1	1	1221	1	1220	0.0	2220	1221	1220	100	XP_004923679.2 structural maintenance of chromosomes protein 1A [Bombyx mori]
TRINITY_DN4842_c0_g1_i1.p1	XP_004924104.1	23.404	705	453	25	4	663	2	664	5.83e-27	119	1221	1172	54	XP_004924104.1 structural maintenance of chromosomes protein 2 [Bombyx mori]
TRINITY_DN4842_c0_g1_i1.p1	XP_004933572.1	36.424	151	93	2	1056	1206	1119	1266	6.62e-27	119	1221	1285	12	XP_004933572.1 structural maintenance of chromosomes protein 4 [Bombyx mori]
TRINITY_DN4842_c0_g1_i1.p1	XP_004921724.1	35.849	106	63	1	1099	1199	1070	1175	4.17e-12	71.6	1221	1203	8	XP_004921724.1 structural maintenance of chromosomes protein 3 [Bombyx mori]
TRINITY_DN4842_c0_g1_i1.p1	XP_021203712.2	27.442	215	121	12	967	1163	793	990	1.87e-05	49.7	1221	1037	39	XP_021203712.2 structural maintenance of chromosomes protein 6 [Bombyx mori]
TRINITY_DN4842_c0_g1_i1.p1	XP_021203712.2	21.587	315	206	8	31	313	38	343	7.13e-05	47.8	1221	1037	39	XP_021203712.2 structural maintenance of chromosomes protein 6 [Bombyx mori]
TRINITY_DN4842_c0_g1_i1.p1	XP_037877049.1	25.625	160	95	4	2	151	12	157	4.92e-05	48.1	1221	1050	12	XP_037877049.1 structural maintenance of chromosomes protein 5 [Bombyx mori]
TRINITY_DN17911_c0_g1_i1.p1	NP_001037034.1	88.501	687	79	0	1	687	1	687	0.0	1258	687	687	100	NP_001037034.1 ATP dependent transmembrane transporter protein [Bombyx mori]
TRINITY_DN17911_c0_g1_i1.p1	NP_001243922.1	39.328	595	337	8	100	685	90	669	5.78e-138	420	687	670	85	NP_001243922.1 scarlet [Bombyx mori]
TRINITY_DN17911_c0_g1_i1.p1	XP_004932395.2	32.057	627	402	9	61	684	34	639	2.54e-111	350	687	644	91	XP_004932395.2 protein scarlet isoform X2 [Bombyx mori]
TRINITY_DN17911_c0_g1_i1.p1	XP_012551185.2	31.738	627	404	9	61	684	34	639	3.37e-109	344	687	644	91	XP_012551185.2 protein scarlet isoform X3 [Bombyx mori]
TRINITY_DN17911_c0_g1_i1.p1	XP_062524541.1	30.909	660	400	11	61	684	34	673	3.00e-107	340	687	678	91	XP_062524541.1 protein scarlet isoform X1 [Bombyx mori]
TRINITY_DN17911_c0_g1_i1.p1	XP_062524540.1	30.909	660	400	11	61	684	34	673	3.00e-107	340	687	678	91	XP_062524540.1 protein scarlet isoform X1 [Bombyx mori]
TRINITY_DN17911_c0_g1_i1.p1	XP_037870267.1	28.797	632	393	10	100	684	116	737	3.26e-82	276	687	740	85	XP_037870267.1 ATP-binding cassette sub-family G member 1 isoform X2 [Bombyx mori]
TRINITY_DN17911_c0_g1_i1.p1	XP_037870266.1	28.797	632	393	10	100	684	131	752	4.91e-82	275	687	755	85	XP_037870266.1 ATP-binding cassette sub-family G member 1 isoform X1 [Bombyx mori]
TRINITY_DN17911_c0_g1_i1.p1	XP_037870185.1	27.603	605	388	9	94	682	60	630	2.82e-72	246	687	635	86	XP_037870185.1 ATP-binding cassette transporter subfamily G member Bm3 isoform X1 [Bombyx mori]
TRINITY_DN17911_c0_g1_i1.p1	XP_012548721.2	28.912	588	367	12	97	661	39	598	2.50e-68	235	687	624	82	XP_012548721.2 ATP-binding cassette subfamily G member 4 [Bombyx mori]
TRINITY_DN24143_c0_g1_i1.p1	XP_062530014.1	63.787	3496	1205	36	1	3480	1917	5367	0.0	4309	3481	5367	99	XP_062530014.1 midasin isoform X2 [Bombyx mori]
TRINITY_DN24143_c0_g1_i1.p1	XP_062530014.1	29.537	281	155	7	91	358	624	874	7.05e-19	95.9	3481	5367	99	XP_062530014.1 midasin isoform X2 [Bombyx mori]
TRINITY_DN24143_c0_g1_i1.p1	XP_062530014.1	37.931	116	62	4	249	356	1075	1188	2.91e-11	70.9	3481	5367	99	XP_062530014.1 midasin isoform X2 [Bombyx mori]
TRINITY_DN24143_c0_g1_i1.p1	XP_062530014.1	42.424	99	48	3	267	356	1413	1511	1.81e-09	64.7	3481	5367	99	XP_062530014.1 midasin isoform X2 [Bombyx mori]
TRINITY_DN24143_c0_g1_i1.p1	XP_062530014.1	31.111	90	56	2	270	359	1761	1844	1.19e-04	48.9	3481	5367	99	XP_062530014.1 midasin isoform X2 [Bombyx mori]
TRINITY_DN24143_c0_g1_i1.p1	XP_012549692.2	63.696	3501	1205	37	1	3480	1917	5372	0.0	4301	3481	5372	99	XP_012549692.2 midasin isoform X1 [Bombyx mori]
TRINITY_DN24143_c0_g1_i1.p1	XP_012549692.2	29.537	281	155	7	91	358	624	874	7.35e-19	95.9	3481	5372	99	XP_012549692.2 midasin isoform X1 [Bombyx mori]
TRINITY_DN24143_c0_g1_i1.p1	XP_012549692.2	37.931	116	62	4	249	356	1075	1188	3.06e-11	70.9	3481	5372	99	XP_012549692.2 midasin isoform X1 [Bombyx mori]
TRINITY_DN24143_c0_g1_i1.p1	XP_012549692.2	42.424	99	48	3	267	356	1413	1511	1.90e-09	64.7	3481	5372	99	XP_012549692.2 midasin isoform X1 [Bombyx mori]
TRINITY_DN24143_c0_g1_i1.p1	XP_012549692.2	31.111	90	56	2	270	359	1761	1844	1.22e-04	48.9	3481	5372	99	XP_012549692.2 midasin isoform X1 [Bombyx mori]
TRINITY_DN24143_c0_g2_i1.p1	XP_062530014.1	74.898	737	180	4	1	734	1	735	0.0	1155	734	5367	100	XP_062530014.1 midasin isoform X2 [Bombyx mori]
TRINITY_DN24143_c0_g2_i1.p1	XP_062530014.1	27.791	421	259	15	276	688	1025	1408	1.15e-27	120	734	5367	100	XP_062530014.1 midasin isoform X2 [Bombyx mori]
TRINITY_DN24143_c0_g2_i1.p1	XP_062530014.1	28.504	421	243	19	282	689	1698	2073	1.21e-26	117	734	5367	100	XP_062530014.1 midasin isoform X2 [Bombyx mori]
TRINITY_DN24143_c0_g2_i1.p1	XP_062530014.1	24.612	451	254	13	286	687	1344	1757	3.92e-13	73.9	734	5367	100	XP_062530014.1 midasin isoform X2 [Bombyx mori]
TRINITY_DN24143_c0_g2_i1.p1	XP_012549692.2	74.898	737	180	4	1	734	1	735	0.0	1155	734	5372	100	XP_012549692.2 midasin isoform X1 [Bombyx mori]
TRINITY_DN24143_c0_g2_i1.p1	XP_012549692.2	27.791	421	259	15	276	688	1025	1408	1.13e-27	121	734	5372	100	XP_012549692.2 midasin isoform X1 [Bombyx mori]
TRINITY_DN24143_c0_g2_i1.p1	XP_012549692.2	28.504	421	243	19	282	689	1698	2073	1.21e-26	117	734	5372	100	XP_012549692.2 midasin isoform X1 [Bombyx mori]
TRINITY_DN24143_c0_g2_i1.p1	XP_012549692.2	24.612	451	254	13	286	687	1344	1757	3.99e-13	73.9	734	5372	100	XP_012549692.2 midasin isoform X1 [Bombyx mori]
TRINITY_DN25139_c0_g1_i1.p1	XP_012548268.1	74.845	322	65	2	1	308	1191	1510	5.51e-150	462	308	1867	100	XP_012548268.1 cholesterol transporter ABCA5 [Bombyx mori]
TRINITY_DN25139_c0_g1_i1.p1	XP_062529329.1	28.464	267	121	12	75	308	1196	1425	2.34e-09	58.9	308	1701	76	XP_062529329.1 phospholipid-transporting ATPase ABCA3 isoform X1 [Bombyx mori]
TRINITY_DN25139_c0_g1_i1.p1	XP_062529328.1	28.464	267	121	12	75	308	1196	1425	2.34e-09	58.9	308	1701	76	XP_062529328.1 phospholipid-transporting ATPase ABCA3 isoform X1 [Bombyx mori]
TRINITY_DN25139_c0_g1_i1.p1	XP_037872808.1	28.464	267	121	12	75	308	1196	1425	2.34e-09	58.9	308	1701	76	XP_037872808.1 phospholipid-transporting ATPase ABCA3 isoform X1 [Bombyx mori]
TRINITY_DN25139_c0_g1_i1.p1	XP_062529330.1	27.957	279	131	12	63	308	1184	1425	3.50e-09	58.5	308	1587	80	XP_062529330.1 phospholipid-transporting ATPase ABCA3 isoform X2 [Bombyx mori]
TRINITY_DN25139_c0_g1_i1.p1	XP_037872810.1	61.538	39	14	1	270	308	1387	1424	1.01e-05	47.8	308	1700	13	XP_037872810.1 phospholipid-transporting ATPase ABCA3 [Bombyx mori]
TRINITY_DN2043_c0_g1_i2.p1	XP_012550247.3	96.711	608	20	0	1	608	42	649	0.0	1222	608	649	100	XP_012550247.3 ribonuclease L inhibitor homolog isoform X1 [Bombyx mori]
TRINITY_DN2043_c0_g1_i2.p1	NP_001036911.1	93.344	616	31	3	1	608	1	614	0.0	1174	608	614	100	NP_001036911.1 ribonuclease L inhibitor homolog [Bombyx mori]
TRINITY_DN2043_c0_g1_i2.p1	XP_004929924.1	30.601	183	92	8	355	510	402	576	7.15e-11	65.9	608	1309	26	XP_004929924.1 multidrug resistance protein homolog 49 [Bombyx mori]
