TRINITY_DN2020_c0_g1_i1.p1	sp|Q63880|EST3A_MOUSE	35.0	100	124	571	17	111	3	102	6.30e-07	50.1	sp|Q63880|EST3A_MOUSE Carboxylesterase 3A OS=Mus musculus OX=10090 GN=Ces3a PE=1 SV=2
TRINITY_DN2020_c0_g1_i1.p1	sp|Q8VCU1|EST3B_MOUSE	38.5	91	124	571	26	111	12	102	8.58e-07	49.7	sp|Q8VCU1|EST3B_MOUSE Carboxylesterase 3B OS=Mus musculus OX=10090 GN=Ces3b PE=1 SV=2
TRINITY_DN2020_c0_g1_i1.p1	sp|P37967|PNBA_BACSU	43.9	57	124	489	57	113	11	65	9.98e-06	46.6	sp|P37967|PNBA_BACSU Para-nitrobenzyl esterase OS=Bacillus subtilis (strain 168) OX=224308 GN=pnbA PE=1 SV=2
TRINITY_DN2020_c0_g1_i1.p1	sp|P16854|EST1_CULPI	41.0	61	124	540	52	109	8	68	1.38e-05	46.2	sp|P16854|EST1_CULPI Esterase B1 OS=Culex pipiens OX=7175 GN=B1 PE=3 SV=1
TRINITY_DN2020_c0_g1_i1.p1	sp|P86325|EST1_THEFU	39.1	64	124	497	52	115	5	66	2.20e-04	42.7	sp|P86325|EST1_THEFU Carboxylesterase OS=Thermobifida fusca OX=2021 PE=1 SV=1
TRINITY_DN2020_c0_g1_i1.p1	sp|Q47M62|EST1_THEFY	39.1	64	124	497	52	115	5	66	2.20e-04	42.7	sp|Q47M62|EST1_THEFY Carboxylesterase OS=Thermobifida fusca (strain YX) OX=269800 GN=Tfu_2427 PE=3 SV=1
TRINITY_DN2272_c0_g2_i2.p1	sp|P81429|EST1_SCHGA	48.9	90	100	198	9	98	26	114	1.67e-19	81.6	sp|P81429|EST1_SCHGA Esterase SG1 (Fragment) OS=Schizaphis graminum OX=13262 GN=SG1 PE=1 SV=1
TRINITY_DN2272_c0_g2_i2.p1	sp|D6WMZ8|ESTJ_TRICA	55.3	76	100	588	22	96	42	117	4.98e-19	83.6	sp|D6WMZ8|ESTJ_TRICA Juvenile hormone esterase OS=Tribolium castaneum OX=7070 GN=Tcjhe PE=1 SV=2
TRINITY_DN2272_c0_g2_i2.p1	sp|P35501|ESTE_MYZPE	47.8	90	100	552	9	98	28	116	9.18e-19	82.8	sp|P35501|ESTE_MYZPE Esterase E4 OS=Myzus persicae OX=13164 PE=1 SV=1
TRINITY_DN2272_c0_g2_i2.p1	sp|P35502|ESTF_MYZPE	47.8	90	100	564	9	98	28	116	9.22e-19	82.8	sp|P35502|ESTF_MYZPE Esterase FE4 OS=Myzus persicae OX=13164 PE=1 SV=1
