TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN11717_c0_g2_i2.p1	100.000	541	541	541	0.0	1118
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN6816_c0_g1_i13.p1	31.853	518	541	519	1.01e-89	277
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN243_c0_g1_i5.p1	31.485	505	541	518	3.11e-86	268
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN18424_c0_g1_i1.p1	32.114	492	541	522	2.72e-84	263
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN17113_c0_g1_i16.p1	32.245	490	541	511	7.33e-83	259
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN2332_c0_g1_i2.p1	29.623	530	541	545	6.38e-72	231
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN654_c0_g1_i2.p1	31.148	488	541	519	5.53e-65	212
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN39303_c0_g1_i5.p1	26.990	515	541	529	9.23e-60	198
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN1689_c0_g1_i2.p1	28.743	501	541	519	2.02e-57	191
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN87_c1_g3_i5.p1	28.906	512	541	541	2.04e-57	192
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN1689_c0_g2_i1.p1	29.149	470	541	475	5.25e-53	179
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN3269_c0_g1_i2.p1	26.869	495	541	523	3.36e-51	175
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN2328_c0_g1_i1.p1	28.138	494	541	528	2.41e-49	170
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN1689_c1_g1_i4.p1	27.557	479	541	518	3.51e-49	169
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN5199_c0_g1_i1.p1	28.008	507	541	526	6.17e-44	154
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN20280_c1_g1_i3.p1	31.818	176	541	186	3.34e-34	119
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN20280_c0_g1_i1.p1	34.351	131	541	135	3.95e-29	103
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN37939_c0_g1_i1.p1	32.934	167	541	167	5.18e-27	98.6
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN5252_c0_g3_i1.p1	30.178	169	541	166	7.05e-26	95.5
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN9587_c0_g1_i1.p1	32.374	139	541	149	1.85e-25	93.6
TRINITY_DN11717_c0_g2_i2.p1	TRINITY_DN12106_c1_g5_i1.p1	36.522	115	541	132	6.81e-21	80.1
