TRINITY_DN10214_c0_g1_i1.p1	TRINITY_DN10214_c0_g1_i1	sp|D6WMZ8|ESTJ_TRICA	32.4	559	551	588	11	528	30	575	1.46e-67	232	sp|D6WMZ8|ESTJ_TRICA Juvenile hormone esterase OS=Tribolium castaneum OX=7070 GN=Tcjhe PE=1 SV=2
TRINITY_DN10214_c0_g1_i2.p1	TRINITY_DN10214_c0_g1_i2	sp|D6WMZ8|ESTJ_TRICA	32.4	559	551	588	11	528	30	575	1.46e-67	232	sp|D6WMZ8|ESTJ_TRICA Juvenile hormone esterase OS=Tribolium castaneum OX=7070 GN=Tcjhe PE=1 SV=2
TRINITY_DN10973_c0_g1_i1.p1	TRINITY_DN10973_c0_g1_i1	sp|B2D0J5|EST6_APIME	39.6	187	195	557	9	195	150	330	6.49e-34	129	sp|B2D0J5|EST6_APIME Venom carboxylesterase-6 OS=Apis mellifera OX=7460 PE=2 SV=1
TRINITY_DN11469_c0_g1_i1.p1	TRINITY_DN11469_c0_g1_i1	sp|Q9VUX3|NOTUM_DROME	34.3	594	434	671	20	429	73	666	3.12e-97	308	sp|Q9VUX3|NOTUM_DROME Palmitoleoyl-protein carboxylesterase NOTUM OS=Drosophila melanogaster OX=7227 GN=Notum PE=1 SV=3
TRINITY_DN11469_c0_g1_i12.p2	TRINITY_DN11469_c0_g1_i12	sp|Q9VUX3|NOTUM_DROME	34.3	594	434	671	20	429	73	666	3.12e-97	308	sp|Q9VUX3|NOTUM_DROME Palmitoleoyl-protein carboxylesterase NOTUM OS=Drosophila melanogaster OX=7227 GN=Notum PE=1 SV=3
TRINITY_DN11469_c0_g1_i13.p2	TRINITY_DN11469_c0_g1_i13	sp|Q9VUX3|NOTUM_DROME	33.9	561	387	671	6	382	106	666	1.06e-87	281	sp|Q9VUX3|NOTUM_DROME Palmitoleoyl-protein carboxylesterase NOTUM OS=Drosophila melanogaster OX=7227 GN=Notum PE=1 SV=3
TRINITY_DN11469_c0_g1_i14.p1	TRINITY_DN11469_c0_g1_i14	sp|Q9VUX3|NOTUM_DROME	33.9	561	387	671	6	382	106	666	1.06e-87	281	sp|Q9VUX3|NOTUM_DROME Palmitoleoyl-protein carboxylesterase NOTUM OS=Drosophila melanogaster OX=7227 GN=Notum PE=1 SV=3
TRINITY_DN11469_c0_g1_i20.p2	TRINITY_DN11469_c0_g1_i20	sp|Q9VUX3|NOTUM_DROME	33.9	561	387	671	6	382	106	666	1.06e-87	281	sp|Q9VUX3|NOTUM_DROME Palmitoleoyl-protein carboxylesterase NOTUM OS=Drosophila melanogaster OX=7227 GN=Notum PE=1 SV=3
TRINITY_DN11469_c0_g1_i35.p2	TRINITY_DN11469_c0_g1_i35	sp|Q9VUX3|NOTUM_DROME	33.8	544	368	671	4	363	123	666	2.94e-83	269	sp|Q9VUX3|NOTUM_DROME Palmitoleoyl-protein carboxylesterase NOTUM OS=Drosophila melanogaster OX=7227 GN=Notum PE=1 SV=3
TRINITY_DN11469_c0_g1_i40.p1	TRINITY_DN11469_c0_g1_i40	sp|Q9VUX3|NOTUM_DROME	34.3	594	434	671	20	429	73	666	3.12e-97	308	sp|Q9VUX3|NOTUM_DROME Palmitoleoyl-protein carboxylesterase NOTUM OS=Drosophila melanogaster OX=7227 GN=Notum PE=1 SV=3
TRINITY_DN11469_c0_g1_i5.p1	TRINITY_DN11469_c0_g1_i5	sp|Q9VUX3|NOTUM_DROME	34.3	594	434	671	20	429	73	666	3.12e-97	308	sp|Q9VUX3|NOTUM_DROME Palmitoleoyl-protein carboxylesterase NOTUM OS=Drosophila melanogaster OX=7227 GN=Notum PE=1 SV=3
TRINITY_DN1194_c0_g1_i10.p1	TRINITY_DN1194_c0_g1_i10	sp|P12992|ESTJ_HELVI	35.0	505	736	564	22	497	29	520	1.37e-79	268	sp|P12992|ESTJ_HELVI Juvenile hormone esterase OS=Heliothis virescens OX=7102 PE=1 SV=2
TRINITY_DN1194_c0_g1_i13.p1	TRINITY_DN1194_c0_g1_i13	sp|P12992|ESTJ_HELVI	35.0	505	720	564	6	481	29	520	7.03e-80	268	sp|P12992|ESTJ_HELVI Juvenile hormone esterase OS=Heliothis virescens OX=7102 PE=1 SV=2
TRINITY_DN1194_c0_g1_i14.p1	TRINITY_DN1194_c0_g1_i14	sp|P12992|ESTJ_HELVI	35.0	505	720	564	6	481	29	520	7.03e-80	268	sp|P12992|ESTJ_HELVI Juvenile hormone esterase OS=Heliothis virescens OX=7102 PE=1 SV=2
TRINITY_DN1194_c0_g1_i4.p1	TRINITY_DN1194_c0_g1_i4	sp|P12992|ESTJ_HELVI	35.0	505	720	564	6	481	29	520	7.03e-80	268	sp|P12992|ESTJ_HELVI Juvenile hormone esterase OS=Heliothis virescens OX=7102 PE=1 SV=2
TRINITY_DN1194_c0_g1_i9.p1	TRINITY_DN1194_c0_g1_i9	sp|P12992|ESTJ_HELVI	35.0	505	736	564	22	497	29	520	1.37e-79	268	sp|P12992|ESTJ_HELVI Juvenile hormone esterase OS=Heliothis virescens OX=7102 PE=1 SV=2
TRINITY_DN13111_c1_g1_i3.p1	TRINITY_DN13111_c1_g1_i3	sp|D6WMZ8|ESTJ_TRICA	29.1	495	498	588	30	475	36	526	1.80e-45	171	sp|D6WMZ8|ESTJ_TRICA Juvenile hormone esterase OS=Tribolium castaneum OX=7070 GN=Tcjhe PE=1 SV=2
TRINITY_DN1320_c0_g1_i2.p1	TRINITY_DN1320_c0_g1_i2	sp|P12992|ESTJ_HELVI	38.3	167	161	564	3	161	51	217	1.39e-32	124	sp|P12992|ESTJ_HELVI Juvenile hormone esterase OS=Heliothis virescens OX=7102 PE=1 SV=2
